name,ingredients,quantities,category
Plumcake salato,Pepe nero,q.b.,Antipasti
Plumcake salato,Lievito istantaneo per preparazioni salate,1bustina,Antipasti
Plumcake salato,Grana Padano DOP,da grattugiare100g,Antipasti
Plumcake salato,Groviera,100g,Antipasti
Insalata di polpo prezzemolata,Polpo,da pulire1kg,Antipasti
Insalata di polpo prezzemolata,Carote,1,Antipasti
Insalata di polpo prezzemolata,Sedano,1costa,Antipasti
Insalata di polpo prezzemolata,Aglio,1spicchio,Antipasti
Insalata di polpo prezzemolata,Alloro,2foglie,Antipasti
Insalata di polpo prezzemolata,Pepe nero in grani,6,Antipasti
Insalata di polpo prezzemolata,Sale fino,4g,Antipasti
Insalata di polpo prezzemolata,Prezzemolo,10g,Antipasti
Insalata di polpo prezzemolata,Succo di limone,10g,Antipasti
Insalata di polpo prezzemolata,Olio extravergine d'oliva,30g,Antipasti
Insalata di polpo prezzemolata,Pepe nero,1pizzico,Antipasti
Insalata di polpo prezzemolata,Sale fino,1pizzico,Antipasti
Baccalà mantecato alla veneziana,Stoccafisso,(già ammollato)500g,Antipasti
Baccalà mantecato alla veneziana,Olio extravergine d'oliva,280g,Antipasti
Baccalà mantecato alla veneziana,Limoni,½,Antipasti
Baccalà mantecato alla veneziana,Aglio,1spicchio,Antipasti
Baccalà mantecato alla veneziana,Alloro,2foglie,Antipasti
Baccalà mantecato alla veneziana,Sale fino,q.b.,Antipasti
Baccalà mantecato alla veneziana,Pepe nero,q.b.,Antipasti
Baccalà mantecato alla veneziana,Prezzemolo,q.b.,Antipasti
Baccalà mantecato alla veneziana,Olio extravergine d'oliva,q.b.,Antipasti
Pomodorini confit,Pomodorini ciliegino,500g,Antipasti
Pomodorini confit,Aglio,1spicchio,Antipasti
Pomodorini confit,Zucchero,25g,Antipasti
Pomodorini confit,Timo,10rametti,Antipasti
Pomodorini confit,Olio extravergine d'oliva,35g,Antipasti
Pomodorini confit,Origano,secco q.b.,Antipasti
Pomodorini confit,Sale fino,q.b.,Antipasti
Pomodorini confit,Pepe nero,q.b.,Antipasti
Polpette di pane,Pane raffermo,500g,Antipasti
Polpette di pane,Latte intero,250ml,Antipasti
Polpette di pane,Uova,medio1,Antipasti
Polpette di pane,Grana Padano DOP,da grattugiare50g,Antipasti
Polpette di pane,Prezzemolo,1ciuffo,Antipasti
Polpette di pane,Olio extravergine d'oliva,1cucchiaio,Antipasti
Polpette di pane,Aglio,1spicchio,Antipasti
Polpette di pane,Sale fino,q.b.,Antipasti
Polpette di pane,Uova,medio1,Antipasti
Polpette di pane,Pangrattato,q.b.,Antipasti
Polpette di pane,Sale fino,q.b.,Antipasti
Polpette di pane,Olio di semi di arachide,q.b.,Antipasti
Mozzarella in carrozza al forno,Mozzarella,200g,Antipasti
Mozzarella in carrozza al forno,Uova,medie2,Antipasti
Mozzarella in carrozza al forno,Sale fino,q.b.,Antipasti
Mozzarella in carrozza al forno,Pepe nero,q.b.,Antipasti
Mozzarella in carrozza al forno,Pancarrè,(8 fette)140g,Antipasti
Mozzarella in carrozza al forno,Latte intero,50g,Antipasti
Mozzarella in carrozza al forno,Pangrattato,q.b.,Antipasti
Torta salata di zucca,Pasta Sfoglia,(tonda)238g,Antipasti
Torta salata di zucca,Zucca violina,(da pulire)600g,Antipasti
Torta salata di zucca,Scamorza affumicata,160g,Antipasti
Torta salata di zucca,Uova,(medie)3,Antipasti
Torta salata di zucca,Panna fresca liquida,185g,Antipasti
Torta salata di zucca,Grana Padano DOP,da grattugiare50g,Antipasti
Torta salata di zucca,Semi di zucca,25g,Antipasti
Torta salata di zucca,Rosmarino,da tritare2rametti,Antipasti
Torta salata di zucca,Olio extravergine d'oliva,q.b.,Antipasti
Torta salata di zucca,Sale fino,q.b.,Antipasti
Torta salata di zucca,Pepe nero,q.b.,Antipasti
Polpette di ceci,Ceci secchi,250g,Antipasti
Polpette di ceci,Scalogno,60g,Antipasti
Polpette di ceci,Senape,in grani60g,Antipasti
Polpette di ceci,Timo,2rametti,Antipasti
Polpette di ceci,Rosmarino,2rametti,Antipasti
Polpette di ceci,Uova,1,Antipasti
Polpette di ceci,Olio extravergine d'oliva,60g,Antipasti
Polpette di ceci,Scamorza (provola),130g,Antipasti
Polpette di ceci,Sale fino,q.b.,Antipasti
Polpette di ceci,Pepe nero,q.b.,Antipasti
Polpette di ceci,Uova,1,Antipasti
Polpette di ceci,Latte intero,15g,Antipasti
Polpette di ceci,Pangrattato,q.b.,Antipasti
Polpette di ceci,Sale fino,q.b.,Antipasti
Polpette di ceci,Olio di semi di arachide,per friggereq.b.,Antipasti
Focaccia con pomodorini e origano,Farina 00,300g,Antipasti
Focaccia con pomodorini e origano,Farina Manitoba,200g,Antipasti
Focaccia con pomodorini e origano,Acqua,300g,Antipasti
Focaccia con pomodorini e origano,Olio extravergine d'oliva,25g,Antipasti
Focaccia con pomodorini e origano,Sale fino,20g,Antipasti
Focaccia con pomodorini e origano,Miele,8g,Antipasti
Focaccia con pomodorini e origano,Lievito di birra secco,5g,Antipasti
Focaccia con pomodorini e origano,Pomodorini ciliegino,500g,Antipasti
Focaccia con pomodorini e origano,Olio extravergine d'oliva,40g,Antipasti
Focaccia con pomodorini e origano,Origano,q.b.,Antipasti
Focaccia con pomodorini e origano,Sale grosso,q.b.,Antipasti
Polpette di zucchine,Zucchine,800g,Antipasti
Polpette di zucchine,Parmigiano Reggiano DOP,da grattugiare100g,Antipasti
Polpette di zucchine,Ricotta vaccina,80g,Antipasti
Polpette di zucchine,Pangrattato,30g,Antipasti
Polpette di zucchine,Uova,1,Antipasti
Polpette di zucchine,Timo,q.b.,Antipasti
Polpette di zucchine,Sale fino,q.b.,Antipasti
Polpette di zucchine,Pepe nero,q.b.,Antipasti
Polpette di zucchine,Semola di grano duro rimacinata,q.b.,Antipasti
Polpette di zucchine,Olio di semi di arachide,q.b.,Antipasti
Polpette di zucchine,Fiocchi di sale,q.b.,Antipasti
Strudel con ricotta e spinaci,Pasta Sfoglia,2rotoli,Antipasti
Strudel con ricotta e spinaci,Spinaci,1kg,Antipasti
Strudel con ricotta e spinaci,Ricotta vaccina,250g,Antipasti
Strudel con ricotta e spinaci,Uvetta,50g,Antipasti
Strudel con ricotta e spinaci,Pinoli,50g,Antipasti
Strudel con ricotta e spinaci,Grana Padano DOP,da grattugiare150g,Antipasti
Strudel con ricotta e spinaci,Uova,medie3,Antipasti
Strudel con ricotta e spinaci,Noce moscata,q.b.,Antipasti
Strudel con ricotta e spinaci,Burro,50g,Antipasti
Strudel con ricotta e spinaci,Sale fino,q.b.,Antipasti
Strudel con ricotta e spinaci,Pepe nero,q.b.,Antipasti
Strudel con ricotta e spinaci,Uova,1,Antipasti
Crescentine o tigelle,Farina 0,250g,Antipasti
Crescentine o tigelle,Farina 00,500g,Antipasti
Crescentine o tigelle,Latte intero,300g,Antipasti
Crescentine o tigelle,Acqua,200g,Antipasti
Crescentine o tigelle,Strutto,60g,Antipasti
Crescentine o tigelle,Olio extravergine d'oliva,50g,Antipasti
Crescentine o tigelle,Lievito di birra secco,(o  11 g se fresco )3g,Antipasti
Crescentine o tigelle,Sale fino,1cucchiaino,Antipasti
Grissini,Acqua,280ml,Antipasti
Grissini,Lievito di birra fresco,15g,Antipasti
Grissini,Sale fino,8g,Antipasti
Grissini,Olio extravergine d'oliva,50g,Antipasti
Grissini,Malto d'orzo,1cucchiaino,Antipasti
Grissini,Semola,1cucchiaio,Antipasti
Grissini,Farina 00,500g,Antipasti
Grissini,Olio extravergine d'oliva,q.b.,Antipasti
Involtini di melanzane,Melanzane,200g,Antipasti
Involtini di melanzane,Prosciutto cotto,100g,Antipasti
Involtini di melanzane,Caciocavallo,100g,Antipasti
Involtini di melanzane,Passata di pomodoro,200g,Antipasti
Involtini di melanzane,Olio extravergine d'oliva,10g,Antipasti
Involtini di melanzane,Sale fino,q.b.,Antipasti
Involtini di melanzane,Pepe nero,q.b.,Antipasti
Pasta brisè,Burro,freddo di frigo100g,Antipasti
Pasta brisè,Farina 00,200g,Antipasti
Pasta brisè,Acqua,ghiacciata50g,Antipasti
Pasta brisè,Sale fino,1pizzico,Antipasti
Caponata,Melanzane,1kg,Antipasti
Caponata,Sedano,400g,Antipasti
Caponata,Cipolle bianche,250g,Antipasti
Caponata,Pomodori ramati,200g,Antipasti
Caponata,Olive verdi in salamoia,da denocciolare200g,Antipasti
Caponata,Capperi sotto sale,dissalati50g,Antipasti
Caponata,Pinoli,50g,Antipasti
Caponata,Zucchero,60g,Antipasti
Caponata,Aceto di vino bianco,60g,Antipasti
Caponata,Basilico,q.b.,Antipasti
Caponata,Concentrato di pomodoro,40g,Antipasti
Caponata,Olio extravergine d'oliva,q.b.,Antipasti
Caponata,Sale fino,q.b.,Antipasti
Caponata,Olio extravergine d'oliva,q.b.,Antipasti
Spaghetti alla Carbonara,Spaghetti,320g,Primi
Spaghetti alla Carbonara,Guanciale,150g,Primi
Spaghetti alla Carbonara,Tuorli,di uova medie6,Primi
Spaghetti alla Carbonara,Pecorino romano,50g,Primi
Spaghetti alla Carbonara,Pepe nero,q.b.,Primi
Risotto alla zucca,Riso Carnaroli,320g,Primi
Risotto alla zucca,Zucca,600g,Primi
Risotto alla zucca,Cipolle ramate,100g,Primi
Risotto alla zucca,Brodo vegetale,"1,5l",Primi
Risotto alla zucca,Parmigiano Reggiano DOP,80g,Primi
Risotto alla zucca,Vino bianco, 60g,Primi
Risotto alla zucca,Burro,50g,Primi
Risotto alla zucca,Pepe nero,q.b.,Primi
Risotto alla zucca,Sale fino,q.b.,Primi
Risotto alla zucca,Olio extravergine d'oliva,20g,Primi
Lasagne alla Bolognese,Semola di grano duro rimacinata,350g,Primi
Lasagne alla Bolognese,Farina 00,150g,Primi
Lasagne alla Bolognese,Spinaci,250g,Primi
Lasagne alla Bolognese,Uova,2,Primi
Lasagne alla Bolognese,Tuorli,3,Primi
Lasagne alla Bolognese,Carne bovina,"(trita di manzo, macinata grossa e mista)300g",Primi
Lasagne alla Bolognese,Pancetta,150g,Primi
Lasagne alla Bolognese,Carote,50g,Primi
Lasagne alla Bolognese,Sedano,50g,Primi
Lasagne alla Bolognese,Cipolle dorate,50g,Primi
Lasagne alla Bolognese,Vino rosso,100g,Primi
Lasagne alla Bolognese,Passata di pomodoro,300g,Primi
Lasagne alla Bolognese,Brodo vegetale,q.b.,Primi
Lasagne alla Bolognese,Olio extravergine d'oliva,1cucchiaio,Primi
Lasagne alla Bolognese,Sale fino,q.b.,Primi
Lasagne alla Bolognese,Pepe nero,q.b.,Primi
Lasagne alla Bolognese,Burro,70g,Primi
Lasagne alla Bolognese,Farina 00,70g,Primi
Lasagne alla Bolognese,Latte intero,1l,Primi
Lasagne alla Bolognese,Sale fino,q.b.,Primi
Lasagne alla Bolognese,Noce moscata,q.b.,Primi
Lasagne alla Bolognese,Burro,q.b.,Primi
Lasagne alla Bolognese,Parmigiano Reggiano DOP,270g,Primi
Spaghetti all'Amatriciana,Spaghetti,320g,Primi
Spaghetti all'Amatriciana,Pomodori pelati,400g,Primi
Spaghetti all'Amatriciana,Guanciale,di Amatrice150g,Primi
Spaghetti all'Amatriciana,Pecorino romano,da grattugiare75g,Primi
Spaghetti all'Amatriciana,Sale fino,q.b.,Primi
Spaghetti all'Amatriciana,Olio extravergine d'oliva,q.b.,Primi
Spaghetti all'Amatriciana,Peperoncino fresco,1,Primi
Spaghetti all'Amatriciana,Vino bianco,50g,Primi
Crema di zucca,Zucca,1kg,Primi
Crema di zucca,Patate,200g,Primi
Crema di zucca,Brodo vegetale,1l,Primi
Crema di zucca,Cipolle bianche,80g,Primi
Crema di zucca,Pepe nero,1pizzico,Primi
Crema di zucca,Sale,1pizzico,Primi
Crema di zucca,Olio extravergine d'oliva,60g,Primi
Crema di zucca,Cannella in polvere,1pizzico,Primi
Crema di zucca,Noce moscata,1pizzico,Primi
Crema di zucca,Olio extravergine d'oliva,30g,Primi
Crema di zucca,Pane casereccio,100g,Primi
Vellutata di zucca,Brodo vegetale,800g,Primi
Vellutata di zucca,Sale fino,q.b.,Primi
Vellutata di zucca,Pepe nero,q.b.,Primi
Vellutata di zucca,Noce moscata,1pizzico,Primi
Vellutata di zucca,Porri,130g,Primi
Vellutata di zucca,Zucca,pulita 1kg,Primi
Vellutata di zucca,Panna fresca liquida,100g,Primi
Vellutata di zucca,Olio extravergine d'oliva,40g,Primi
Gnocchi alla romana,Semolino,250g,Primi
Gnocchi alla romana,Latte intero,1l,Primi
Gnocchi alla romana,Burro,100g,Primi
Gnocchi alla romana,Tuorli,2,Primi
Gnocchi alla romana,Parmigiano Reggiano DOP,da grattugiare100g,Primi
Gnocchi alla romana,Pecorino,40g,Primi
Gnocchi alla romana,Sale fino,7g,Primi
Gnocchi alla romana,Noce moscata,q.b.,Primi
Pizzoccheri alla valtellinese,Farina di grano saraceno,(macinato a pietra)400g,Primi
Pizzoccheri alla valtellinese,Farina 0,(macinata a pietra)100g,Primi
Pizzoccheri alla valtellinese,Acqua,(alla temperatura di 50°)285g,Primi
Pizzoccheri alla valtellinese,Burro,(di malga)80g,Primi
Pizzoccheri alla valtellinese,Formaggio latteria,(semigrasso) a temperatura ambiente180g,Primi
Pizzoccheri alla valtellinese,Grana Padano DOP,40g,Primi
Pizzoccheri alla valtellinese,Patate,240g,Primi
Pizzoccheri alla valtellinese,Aglio,2spicchi,Primi
Pizzoccheri alla valtellinese,Verza,200g,Primi
Pizzoccheri alla valtellinese,Sale marino integrale,(grosso)60g,Primi
Spaghetti Cacio e Pepe,Spaghetti,320g,Primi
Spaghetti Cacio e Pepe,Pepe nero,in graniq.b.,Primi
Spaghetti Cacio e Pepe,Pecorino romano,"stagionatura media, da grattugiare200g",Primi
Spaghetti Cacio e Pepe,Sale fino,q.b.,Primi
Risotto allo Zafferano,Zafferano in pistilli,1cucchiaino,Primi
Risotto allo Zafferano,Riso Carnaroli,320g,Primi
Risotto allo Zafferano,Burro,125g,Primi
Risotto allo Zafferano,Cipolle,1,Primi
Risotto allo Zafferano,Grana Padano DOP,da grattugiare80g,Primi
Risotto allo Zafferano,Vino bianco,40g,Primi
Risotto allo Zafferano,Acqua,q.b.,Primi
Risotto allo Zafferano,Brodo vegetale,1l,Primi
Risotto allo Zafferano,Sale fino,q.b.,Primi
Risotto allo Zafferano,Zafferano in pistilli,q.b.,Primi
Spaghetti alle vongole,Spaghetti,320g,Primi
Spaghetti alle vongole,Vongole,1kg,Primi
Spaghetti alle vongole,Aglio,1spicchio,Primi
Spaghetti alle vongole,Prezzemolo,1mazzetto,Primi
Spaghetti alle vongole,Olio extravergine d'oliva,q.b.,Primi
Spaghetti alle vongole,Pepe nero,q.b.,Primi
Spaghetti alle vongole,Sale fino,q.b.,Primi
Spaghetti alle vongole,Sale grosso,per le vongoleq.b.,Primi
Pasta fresca all'uovo (sfoglia e formati),Uova,(da almeno 70 g l'una) possibilmente biologiche4,Primi
Pasta fresca all'uovo (sfoglia e formati),Farina 00,400g,Primi
Gnocchi alla sorrentina,Patate rosse,1kg,Primi
Gnocchi alla sorrentina,Farina 00,300g,Primi
Gnocchi alla sorrentina,Uova,medio1,Primi
Gnocchi alla sorrentina,Sale fino,q.b.,Primi
Gnocchi alla sorrentina,Semola,q.b.,Primi
Gnocchi alla sorrentina,Passata di pomodoro,600g,Primi
Gnocchi alla sorrentina,Basilico,6foglie,Primi
Gnocchi alla sorrentina,Aglio,1spicchio,Primi
Gnocchi alla sorrentina,Olio extravergine d'oliva,q.b.,Primi
Gnocchi alla sorrentina,Sale fino,q.b.,Primi
Gnocchi alla sorrentina,Mozzarella,250g,Primi
Gnocchi alla sorrentina,Parmigiano Reggiano DOP,da grattugiare70g,Primi
Riso alla cantonese,Riso Ribe,200g,Primi
Riso alla cantonese,Pisellini,50g,Primi
Riso alla cantonese,Prosciutto cotto,30g,Primi
Riso alla cantonese,Uova,medie2,Primi
Riso alla cantonese,Acqua,q.b.,Primi
Riso alla cantonese,Vino di riso,q.b.,Primi
Riso alla cantonese,Olio di semi di arachide,(o di girasole)q.b.,Primi
Riso alla cantonese,Erba cipollina,q.b.,Primi
Riso alla cantonese,Sale fino,q.b.,Primi
Gnocchi di patate,Patate rosse,1kg,Primi
Gnocchi di patate,Farina 00,300g,Primi
Gnocchi di patate,Uova,medio1,Primi
Gnocchi di patate,Sale fino,q.b.,Primi
Gnocchi di patate,Semola di grano duro rimacinata,q.b.,Primi
Gnocchi di patate,Patate rosse,1kg,Primi
Gnocchi di patate,Farina 00,350g,Primi
Gnocchi di patate,Sale fino,15g,Primi
Gnocchi di patate,Semola di grano duro rimacinata,q.b.,Primi
Orecchiette con le cime di rapa,Cime di rapa,1kg,Primi
Orecchiette con le cime di rapa,Pangrattato,50g,Primi
Orecchiette con le cime di rapa,Sale fino,q.b.,Primi
Orecchiette con le cime di rapa,Aglio,1spicchio,Primi
Orecchiette con le cime di rapa,Acciughe sott'olio,3filetti,Primi
Orecchiette con le cime di rapa,Olio extravergine d'oliva,30g,Primi
Orecchiette con le cime di rapa,Acqua,tiepida100g,Primi
Orecchiette con le cime di rapa,Semola di grano duro rimacinata,200g,Primi
Orecchiette con le cime di rapa,Sale fino,q.b.,Primi
Ravioli cinesi al vapore,Farina 00,250g,Primi
Ravioli cinesi al vapore,Acqua,(tiepida)115g,Primi
Ravioli cinesi al vapore,Sale fino,1pizzico,Primi
Ravioli cinesi al vapore,Maiale,macinato250g,Primi
Ravioli cinesi al vapore,Cavolo cappuccio,(varietà cuore di bue)80g,Primi
Ravioli cinesi al vapore,Cipollotto fresco,30g,Primi
Ravioli cinesi al vapore,Acqua, 40g,Primi
Ravioli cinesi al vapore,Vino di riso,10g,Primi
Ravioli cinesi al vapore,Salsa di soia,(chiara)2cucchiaini,Primi
Ravioli cinesi al vapore,Sale fino,q.b.,Primi
Ravioli cinesi al vapore,Pepe bianco,(o nero)q.b.,Primi
Ravioli cinesi al vapore,Cavolo cappuccio,1foglia,Primi
Zuppa di cipolle gratinata,Cipolle dorate,500g,Primi
Zuppa di cipolle gratinata,Brodo di manzo,circa1l,Primi
Zuppa di cipolle gratinata,Burro,50g,Primi
Zuppa di cipolle gratinata,Olio extravergine d'oliva,30g,Primi
Zuppa di cipolle gratinata,Farina 00,20g,Primi
Zuppa di cipolle gratinata,Zucchero,5g,Primi
Zuppa di cipolle gratinata,Pepe nero,q.b.,Primi
Zuppa di cipolle gratinata,Sale fino,q.b.,Primi
Zuppa di cipolle gratinata,Baguette,8fette,Primi
Zuppa di cipolle gratinata,Emmentaler,da grattugiare100g,Primi
Pasta alla gricia,Rigatoni,320g,Primi
Pasta alla gricia,Guanciale,(già pepato)250g,Primi
Pasta alla gricia,Pecorino romano,da grattugiare60g,Primi
Pasta alla gricia,Sale fino,q.b.,Primi
Zuppa di ceci,Ceci secchi,300g,Primi
Zuppa di ceci,Carote,1,Primi
Zuppa di ceci,Sedano,1costa,Primi
Zuppa di ceci,Cipolle bianche,½,Primi
Zuppa di ceci,Porri,1,Primi
Zuppa di ceci,Olio extravergine d'oliva,3cucchiai,Primi
Zuppa di ceci,Rosmarino,2rametti,Primi
Zuppa di ceci,Sale fino,q.b.,Primi
Zuppa di ceci,Pepe nero,q.b.,Primi
Zuppa di ceci,Alloro,2foglie,Primi
Zuppa di ceci,Brodo vegetale,"1,5l",Primi
Zuppa di ceci,Passata di pomodoro,60g,Primi
Pasta con la zucca,Farfalle,320g,Primi
Pasta con la zucca,Zucca,polpa600g,Primi
Pasta con la zucca,Pancetta affumicata,60g,Primi
Pasta con la zucca,Rosmarino,1rametto,Primi
Pasta con la zucca,Brodo vegetale,150g,Primi
Pasta con la zucca,Olio extravergine d'oliva,50g,Primi
Pasta con la zucca,Ricotta vaccina,40g,Primi
Pasta con la zucca,Scalogno,30g,Primi
Pasta con la zucca,Sale fino,q.b.,Primi
Pasta con la zucca,Pepe nero,q.b.,Primi
Penne al baffo,Mezze Penne Rigate Integrali,320g,Primi
Penne al baffo,Prosciutto cotto,a fette100g,Primi
Penne al baffo,Panna fresca liquida,300g,Primi
Penne al baffo,Passata di pomodoro,25g,Primi
Penne al baffo,Prezzemolo,q.b.,Primi
Penne al baffo,Sale fino,q.b.,Primi
Penne al baffo,Olio extravergine d'oliva,q.b.,Primi
Penne al baffo,Pepe nero,q.b.,Primi
Pasta al forno,Rigatoni,600g,Primi
Pasta al forno,Uova,medie4,Primi
Pasta al forno,Parmigiano Reggiano DOP,da grattugiare3cucchiai,Primi
Pasta al forno,Scamorza (provola),300g,Primi
Pasta al forno,Maiale,macinato250g,Primi
Pasta al forno,Salsiccia,150g,Primi
Pasta al forno,Parmigiano Reggiano DOP,da grattugiare100g,Primi
Pasta al forno,Pane,mollica100g,Primi
Pasta al forno,Prezzemolo,tritato2cucchiai,Primi
Pasta al forno,Uova,medie2,Primi
Pasta al forno,Sale fino,q.b.,Primi
Pasta al forno,Pepe nero,q.b.,Primi
Pasta al forno,Noce moscata,1pizzico,Primi
Pasta al forno,Passata di pomodoro,1l,Primi
Pasta al forno,Cipolle bianche,1,Primi
Pasta al forno,Aglio,1spicchio,Primi
Pasta al forno,Olio extravergine d'oliva,4cucchiai,Primi
Pasta al forno,Sale fino,q.b.,Primi
Pasta al forno,Basilico,5foglie,Primi
Pasta al forno,Pepe nero,q.b.,Primi
Pasta al forno,Latte intero,1l,Primi
Pasta al forno,Farina 00,80g,Primi
Pasta al forno,Burro,80g,Primi
Pasta al forno,Sale fino,q.b.,Primi
Pasta al forno,Noce moscata,1pizzico,Primi
Pasta alla Norma,Sedani Rigati,500g,Primi
Pasta alla Norma,Melanzane,"(violetta, di Vittoria)1",Primi
Pasta alla Norma,Ricotta di pecora,"(salata, siciliana)150g",Primi
Pasta alla Norma,Sale fino,q.b.,Primi
Pasta alla Norma,Pomodori costoluti,"(varietà catanese, maturi)1,5kg",Primi
Pasta alla Norma,Aglio,4spicchi,Primi
Pasta alla Norma,Sale fino,q.b.,Primi
Pasta alla Norma,Basilico,1mazzetto,Primi
Pasta alla Norma,Olio extravergine d'oliva,q.b.,Primi
Pasta e fagioli,Ditaloni Rigati,320g,Primi
Pasta e fagioli,Fagioli borlotti secchi,200g,Primi
Pasta e fagioli,Passata di pomodoro,250g,Primi
Pasta e fagioli,Lardo,80g,Primi
Pasta e fagioli,Prosciutto crudo,80g,Primi
Pasta e fagioli,Cipolle,30g,Primi
Pasta e fagioli,Sedano,30g,Primi
Pasta e fagioli,Carote,30g,Primi
Pasta e fagioli,Aglio,1spicchio,Primi
Pasta e fagioli,Rosmarino,3rametti,Primi
Pasta e fagioli,Alloro,2foglie,Primi
Pasta e fagioli,Olio extravergine d'oliva,10g,Primi
Pasta e fagioli,Pepe nero,q.b.,Primi
Pasta e fagioli,Sale fino,q.b.,Primi
Ravioli ricotta e spinaci,Farina 00,250g,Primi
Ravioli ricotta e spinaci,Uova,( circa 2 uova e 1 tuorlo) 124g,Primi
Ravioli ricotta e spinaci,Semola,per spolverizzareq.b.,Primi
Ravioli ricotta e spinaci,Spinaci,250g,Primi
Ravioli ricotta e spinaci,Ricotta vaccina,125g,Primi
Ravioli ricotta e spinaci,Parmigiano Reggiano DOP,da grattugiare50g,Primi
Ravioli ricotta e spinaci,Noce moscata,q.b.,Primi
Ravioli ricotta e spinaci,Sale fino,q.b.,Primi
Ravioli ricotta e spinaci,Pepe nero,q.b.,Primi
Risotto alla salsiccia,Riso Carnaroli,320g,Primi
Risotto alla salsiccia,Salsiccia,(o luganega)300g,Primi
Risotto alla salsiccia,Brodo di carne,q.b.,Primi
Risotto alla salsiccia,Zafferano,1bustina,Primi
Risotto alla salsiccia,Vino bianco,½bicchiere,Primi
Risotto alla salsiccia,Scalogno,1,Primi
Risotto alla salsiccia,Pepe nero,q.b.,Primi
Risotto alla salsiccia,Olio extravergine d'oliva,q.b.,Primi
Risotto alla salsiccia,Burro,freddo di frigo40g,Primi
Risotto alla salsiccia,Parmigiano Reggiano DOP,50g,Primi
Pasta e patate alla napoletana,Pasta Mista,320g,Primi
Pasta e patate alla napoletana,Patate,750g,Primi
Pasta e patate alla napoletana,Sedano,150g,Primi
Pasta e patate alla napoletana,Carote,150g,Primi
Pasta e patate alla napoletana,Cipolle bianche,1,Primi
Pasta e patate alla napoletana,Lardo,130g,Primi
Pasta e patate alla napoletana,Concentrato di pomodoro,20g,Primi
Pasta e patate alla napoletana,Rosmarino,1rametto,Primi
Pasta e patate alla napoletana,Parmigiano Reggiano DOP,la crosta1,Primi
Pasta e patate alla napoletana,Olio extravergine d'oliva,q.b.,Primi
Pasta e patate alla napoletana,Sale fino,q.b.,Primi
Pasta e patate alla napoletana,Pepe nero,q.b.,Primi
Spätzle di spinaci con speck e panna,Spinaci,250g,Primi
Spätzle di spinaci con speck e panna,Farina 00,250g,Primi
Spätzle di spinaci con speck e panna,Uova,piccole3,Primi
Spätzle di spinaci con speck e panna,Acqua,100g,Primi
Spätzle di spinaci con speck e panna,Noce moscata,da grattugiareq.b.,Primi
Spätzle di spinaci con speck e panna,Sale fino,q.b.,Primi
Spätzle di spinaci con speck e panna,Speck,100g,Primi
Spätzle di spinaci con speck e panna,Panna fresca liquida,250g,Primi
Spätzle di spinaci con speck e panna,Burro,30g,Primi
Spätzle di spinaci con speck e panna,Pepe nero,q.b.,Primi
Spätzle di spinaci con speck e panna,Sale fino,q.b.,Primi
Spätzle di spinaci con speck e panna,Erba cipollina,3g,Primi
Spätzle di spinaci con speck e panna,Olio extravergine d'oliva,q.b.,Primi
Risotto ai funghi,Riso Carnaroli,240g,Primi
Risotto ai funghi,Funghi chiodini,200g,Primi
Risotto ai funghi,Funghi champignon,200g,Primi
Risotto ai funghi,Cipolle,½,Primi
Risotto ai funghi,Burro,80g,Primi
Risotto ai funghi,Parmigiano Reggiano DOP,60g,Primi
Risotto ai funghi,Sale fino,q.b.,Primi
Risotto ai funghi,Prezzemolo,da tritareq.b.,Primi
Risotto ai funghi,Vino bianco,50g,Primi
Risotto ai funghi,Acqua,1l,Primi
Risotto ai funghi,Pepe bianco,q.b.,Primi
Risotto ai funghi,Olio extravergine d'oliva,q.b.,Primi
Spaghetti alla puttanesca,Spaghetti,320g,Primi
Spaghetti alla puttanesca,Pomodori pelati,800g,Primi
Spaghetti alla puttanesca,Acciughe sott'olio,25g,Primi
Spaghetti alla puttanesca,Capperi sotto sale,10g,Primi
Spaghetti alla puttanesca,Prezzemolo,1mazzetto,Primi
Spaghetti alla puttanesca,Olive di Gaeta,100g,Primi
Spaghetti alla puttanesca,Aglio,3spicchi,Primi
Spaghetti alla puttanesca,Peperoncino secco,2,Primi
Spaghetti alla puttanesca,Olio extravergine d'oliva,30g,Primi
Spaghetti alla puttanesca,Sale fino,q.b.,Primi
Pasta e lenticchie,Ditaloni Rigati,350g,Primi
Pasta e lenticchie,Lenticchie,200g,Primi
Pasta e lenticchie,Pancetta affumicata,80g,Primi
Pasta e lenticchie,Passata di pomodoro,100g,Primi
Pasta e lenticchie,Carote,80g,Primi
Pasta e lenticchie,Cipolle,80g,Primi
Pasta e lenticchie,Sedano,60g,Primi
Pasta e lenticchie,Brodo vegetale,1l,Primi
Pasta e lenticchie,Aglio fresco,1spicchio,Primi
Pasta e lenticchie,Rosmarino,1rametto,Primi
Pasta e lenticchie,Timo,1rametto,Primi
Pasta e lenticchie,Parmigiano Reggiano DOP,da grattugiare40g,Primi
Pasta e lenticchie,Peperoncino,essiccato1g,Primi
Pasta e lenticchie,Olio extravergine d'oliva,30g,Primi
Pasta e lenticchie,Sale fino,q.b.,Primi
Pasta e lenticchie,Pepe nero,q.b.,Primi
Risotto ai funghi porcini,Riso Carnaroli,320g,Primi
Risotto ai funghi porcini,Funghi porcini,400g,Primi
Risotto ai funghi porcini,Brodo vegetale,1l,Primi
